5460,40,0,27
5497,27,0,83
5518,55,0,73
5519,59,0,41
5548,52,0,25
5575,43,0,77
5597,59,0,76
5608,68,0,10
5616,64,0,89
5618,3,0,54
5623,40,0,44
5629,68,0,13
5630,37,0,90
5653,59,0,35
5662,6,0,29
5665,17,0,44
5696,36,0,21
5721,23,0,80
5726,47,0,73
5734,21,0,54
5740,66,0,18
5753,46,0,36
5763,10,0,46
5764,64,0,32
5797,28,0,66
5800,25,0,35
5805,53,0,31
5808,54,0,35
5860,3,0,28
5882,27,0,27
5896,39,0,22
5901,38,0,12
5906,17,0,21
5909,13,0,35
5943,53,0,33
5952,5,0,66
5958,18,0,39
5961,36,0,46
5966,28,0,65
5966,40,0,63
5983,41,0,53
5992,25,0,35
5999,3,0,39
6009,63,0,45
6017,25,0,14
6090,46,0,35
6095,44,0,37
6099,50,0,23
6108,47,0,45
6111,22,0,57
6130,17,0,87
6155,31,0,37
6163,46,0,27
6170,42,0,79
6201,14,0,23
6225,66,0,69
6230,35,0,72
6251,47,0,41
6261,36,0,85
6273,45,0,31
6286,45,0,66
6288,35,0,29
6317,56,0,61
6329,43,0,77
6395,26,0,65
6413,10,0,77
6430,46,0,81
6438,13,0,15
6441,26,0,17
6441,51,0,67
6450,13,0,61
6454,20,0,62
6471,42,0,29
6478,39,0,39
6482,8,0,67
6497,31,0,57
6518,12,0,62
6537,42,0,58
6537,65,0,47
6556,57,0,32
6559,29,0,83
6561,43,0,50
6565,63,0,97
6590,49,0,47
6592,21,0,16
6608,58,0,58
6628,31,0,74
6629,12,0,81
6630,56,0,29
6661,17,0,36
6691,4,0,69
6699,22,0,11
6717,54,0,22
6718,2,0,16
6728,67,0,21
6752,3,0,10
6755,10,0,38
6759,32,0,82
6775,12,0,79
6783,35,0,23
6784,39,0,98
6815,12,0,56
6819,10,0,99
6871,16,0,34
6871,30,0,87
6886,21,0,35
6915,60,0,21
7027,15,0,91
7029,39,0,82
7044,22,0,61
7057,61,0,18
7062,54,0,20
7166,33,0,78
7172,9,0,28
7188,35,0,30
7212,6,0,73
7224,62,0,72
7247,8,0,22
7252,65,0,23
7260,66,0,23
7274,47,0,48
7278,11,0,42
7278,52,0,55
7306,17,0,32
7334,4,0,46
7341,38,0,25
7360,53,0,63
7390,36,0,93
7413,11,0,77
7414,60,0,67
7418,29,0,16
7435,68,0,37
7443,64,0,37
7449,40,0,17
7451,6,0,47
7484,37,0,53
7528,51,0,34
7536,40,0,63
7563,41,0,51
7563,47,0,12
7572,47,0,16
7591,15,0,17
7596,43,0,21
7597,4,0,63
7597,9,0,47
7597,32,0,43
7616,55,0,95
7625,59,0,85
7704,7,0,23
7734,33,0,37
7746,53,0,89
7760,18,0,71
7762,14,0,41
7771,24,0,32
7792,39,0,19
7803,3,0,78
7804,4,0,56
7836,29,0,27
7851,1,0,93
7889,33,0,83
7905,6,0,96
7920,20,0,24
7920,49,0,85
7928,68,0,82
7953,33,0,17
7983,51,0,53
8007,62,0,51
8025,66,0,48
8041,20,0,21
8046,62,0,20
8047,3,0,21
8049,46,0,82
8086,15,0,17
8093,12,0,75
8099,9,0,36
8105,61,0,32
8108,44,0,60
8116,8,0,30
8121,59,0,42
8127,12,0,85
8138,41,0,50
8142,1,0,83
8155,17,0,10
8174,35,0,14
8183,23,0,48
8188,56,0,88
8217,1,0,84
8221,31,0,27
8246,33,0,70
8246,52,0,45
8294,9,0,15
8299,40,0,75
8336,3,0,40
8342,64,0,99
8357,60,0,87
8415,37,0,82
8446,47,0,56
8460,24,0,70
8518,57,0,79
8532,22,0,85
8536,19,0,24
8539,6,0,58
8549,48,0,35
8558,63,0,37
8586,10,0,92
8603,27,0,37
8608,26,0,16
8648,31,0,41
8670,15,0,95
8700,4,0,19
8753,46,0,25
8753,61,0,63
8762,27,0,21
8770,38,0,22
8778,46,0,86
8785,5,0,97
8800,56,0,66
8825,54,0,53
8834,47,0,59
8847,63,0,16
8849,19,0,73
8864,24,0,74
8865,65,0,74
8904,56,0,88
8943,26,0,83
8949,2,0,21
8986,5,0,45
8987,7,0,10
9008,64,0,37
9011,7,0,51
9025,42,0,54
9027,11,0,81
9029,49,0,83
9031,24,0,68
9039,22,0,21
9039,32,0,67
9056,15,0,22
9090,18,0,20
9109,6,0,63
9141,34,0,60
9164,15,0,64
9167,28,0,92
9179,26,0,14
9188,8,0,21
9203,11,0,75
9211,42,0,34
9225,26,0,67
9249,59,0,63
9258,66,0,37
9278,23,0,10
9284,18,0,83
9311,23,0,44
9331,59,0,86
9343,25,0,57
9349,36,0,12
9355,44,0,52
9358,10,0,33
9358,58,0,45
9360,33,0,97
9390,24,0,13
9419,43,0,28
9443,5,0,60
9449,47,0,40
9451,47,0,88
9455,20,0,22
9456,52,0,22
9477,6,0,52
9484,55,0,14
9515,45,0,61
9525,10,0,41
9539,60,0,50
9550,56,0,80
9560,5,0,27
9585,52,0,47
9601,6,0,83
9611,14,0,31
9622,54,0,11
9630,16,0,21
9639,10,0,80
9651,62,0,88
9696,15,0,66
9696,39,0,20
9711,40,0,63
9725,3,0,80
9725,31,0,36
9745,42,0,83
9775,11,0,53
9776,31,0,81
9778,62,0,54
9790,30,0,32
9808,48,0,82
9815,28,0,99
9815,39,0,61
9827,34,0,67
9835,62,0,89
9896,64,0,87
9911,50,0,13
9968,10,0,57
9971,27,0,69
9978,16,0,18
9982,51,0,28
10000,4,0,90
10001,46,0,94
10006,40,0,79
10020,63,0,50
10024,12,0,64
10034,45,0,23
10057,31,0,77
10074,46,0,94
10075,21,0,89
10120,12,0,43
10138,36,0,98
10139,4,0,20
10141,49,0,60
10166,4,0,71
10186,4,0,78
10230,47,0,67
10270,3,0,20
10274,8,0,21
10288,50,0,96
10293,50,0,13
10332,42,0,77
10336,17,0,94
10342,62,0,64
10349,1,0,79
10350,19,0,11
10401,6,0,48
10412,28,0,34
10419,37,0,34
10426,28,0,32
10486,51,0,62
10506,16,0,46
10526,60,0,81
10530,62,0,67
10545,24,0,85
10565,52,0,55
10566,19,0,82
10570,60,0,35
10601,8,0,55
10604,54,0,99
10635,13,0,32
10638,60,0,91
10693,18,0,73
10697,17,0,97
10743,14,0,68
10743,51,0,57
10746,2,0,18
10760,18,0,31
10762,14,0,16
10770,26,0,45
10770,57,0,41
10786,36,0,66
10804,27,0,40
10826,63,0,95
10827,50,0,53
10843,52,0,18
10848,15,0,52
10864,52,0,88
10899,11,0,30
10917,65,0,86
10944,65,0,47
10954,55,0,45
10960,35,0,69
10961,19,0,31
10970,48,0,86
10985,22,0,69
10988,57,0,63
10989,38,0,75
10995,26,0,97
11002,42,0,85
11009,44,0,41
11024,61,0,86
11044,38,0,86
11093,19,0,43
11106,53,0,81
11116,27,0,48
11118,5,0,92
11153,15,0,28
11191,60,0,64
11206,51,0,15
11224,4,0,33
11238,53,0,28
11264,7,0,67
11268,5,0,99
11291,31,0,10
11293,14,0,10
11314,30,0,65
11318,29,0,47
11330,41,0,24
11332,23,0,76
11348,60,0,78
11363,43,0,59
11376,46,0,86
11390,68,0,44
11433,23,0,85
11445,26,0,34
11446,18,0,98
11482,64,0,69
11486,5,0,78
11492,33,0,91
11501,12,0,51
11520,56,0,20
11530,56,0,94
11531,4,0,47
11532,23,0,58
11548,18,0,10
11565,65,0,70
11571,51,0,62
11574,59,0,91
11588,28,0,77
11599,39,0,20
11602,9,0,25
11645,60,0,28
11653,16,0,89
11662,7,0,50
11668,33,0,69
11669,22,0,11
11715,51,0,33
11718,46,0,44
11743,58,0,40
11775,55,0,18
11776,2,0,98
11779,58,0,26
11781,41,0,10
11828,43,0,57
11864,10,0,21
11866,48,0,99
11870,62,0,94
11898,3,0,11
11922,22,0,81
11924,50,0,16
11950,44,0,23
11961,39,0,68
11982,15,0,16
11988,7,0,97
12032,37,0,84
12049,19,0,38
12049,26,0,98
12077,57,0,68
12082,48,0,14
12085,24,0,19
12093,11,0,46
12095,60,0,17
12111,62,0,14
12137,20,0,83
12192,45,0,75
12229,20,0,37
12238,23,0,38
12253,27,0,16
12326,28,0,50
12332,60,0,33
12335,51,0,64
12341,37,0,43
12353,39,0,61
12369,34,0,59
12376,26,0,67
12391,45,0,10
12392,62,0,12
12402,67,0,72
12407,34,0,90
12420,1,0,67
12429,40,0,84
12447,32,0,64
12470,14,0,70
12480,16,0,68
12509,36,0,19
12524,27,0,42
12530,8,0,21
12531,5,0,66
12551,66,0,76
12556,13,0,53
12606,59,0,47
12616,38,0,53
12638,48,0,87
12639,65,0,93
12649,28,0,62
12651,59,0,35
12693,26,0,66
12827,11,0,84
12839,41,0,80
12842,56,0,56
12850,22,0,82
12858,33,0,33
12888,3,0,16
12890,45,0,38
12894,17,0,46
12959,26,0,60
12964,17,0,39
12972,28,0,25
12977,9,0,63
12989,43,0,67
13005,14,0,59
13005,62,0,16
13049,39,0,80
13069,51,0,29
13076,68,0,94
13080,11,0,84
13092,44,0,83
13096,3,0,59
13096,64,0,41
13121,28,0,29
13121,31,0,11
13134,12,0,84
13134,40,0,43
13138,38,0,54
13144,64,0,31
13156,8,0,44
13182,36,0,82
13199,10,0,23
13212,35,0,96
13231,41,0,37
13235,9,0,82
13236,7,0,92
13239,14,0,58
13241,43,0,29
13249,33,0,50
13256,58,0,76
13273,39,0,12
13279,7,0,58
13314,9,0,66
13371,5,0,41
13414,59,0,73
13415,63,0,18
13427,39,0,37
13433,32,0,30
13434,53,0,16
13444,47,0,81
13472,46,0,99
13487,59,0,41
13492,18,0,48
13512,20,0,49
13512,64,0,47
13526,4,0,82
13528,10,0,40
13541,42,0,50
13555,31,0,74
13560,23,0,53
13577,11,0,28
13609,48,0,15
13623,41,0,66
13631,53,0,99
13640,21,0,16
13687,60,0,42
13693,59,0,34
13710,11,0,47
13720,61,0,50
13723,62,0,79
13728,5,0,65
13753,16,0,77
13764,48,0,74
13813,13,0,79
13824,6,0,36
13833,25,0,48
13840,40,0,54
13840,41,0,74
13894,9,0,37
13898,42,0,24
13915,35,0,21
13917,58,0,44
13961,63,0,18
13970,2,0,87
13993,4,0,12
13995,66,0,55
14036,18,0,15
14050,19,0,89
14108,20,0,95
14148,17,0,16
14160,53,0,26
14164,61,0,29
14183,48,0,43
14191,43,0,44
14204,23,0,71
14206,16,0,57
14209,44,0,78
14219,14,0,81
14231,22,0,56
14232,19,0,65
14249,43,0,13
14259,4,0,68
14264,30,0,15
14265,48,0,30
14265,53,0,85
14293,28,0,27
14324,57,0,68
14365,57,0,37
14394,3,0,53
14408,43,0,83
14409,55,0,58
14456,56,0,99
14463,19,0,96
14492,7,0,50
14500,47,0,58
14529,52,0,12
14532,13,0,54
14536,59,0,45
14545,42,0,27
14549,21,0,97
14549,25,0,82
14574,10,0,44
14590,58,0,32
14602,39,0,96
14623,2,0,25
14626,3,0,61
14651,61,0,99
14691,21,0,66
14696,20,0,98
14731,23,0,32
14731,55,0,55
14736,44,0,84
14755,37,0,47
14760,12,0,12
14760,16,0,68
14773,33,0,65
14799,19,0,22
14802,42,0,62
14841,61,0,51
14849,15,0,18
14865,65,0,68
14866,21,0,83
14887,14,0,94
14906,24,0,69
14953,60,0,47
14964,11,0,80
14969,67,0,16
14978,28,0,40
14978,65,0,76
14989,10,0,71
15003,63,0,64
15035,11,0,63
15042,25,0,61
15045,1,0,81
15056,55,0,49
15083,11,0,55
15085,10,0,31
15088,2,0,90
15108,12,0,54
15118,56,0,36
15135,29,0,67
15140,47,0,80
15141,37,0,36
15155,7,0,76
15170,40,0,69
15186,32,0,28
15203,25,0,28
15204,14,0,89
15210,52,0,92
15214,10,0,45
15214,19,0,59
15214,55,0,39
15225,11,0,56
15225,21,0,30
15239,68,0,72
15255,66,0,48
15266,13,0,30
15275,43,0,15
15277,30,0,73
15284,30,0,54
15292,4,0,90
15343,28,0,40
15356,11,0,14
15356,54,0,35
15380,40,0,41
15391,37,0,90
15404,63,0,49
15431,45,0,43
15436,61,0,93
15478,2,0,15
15484,67,0,90
15492,18,0,80
15504,13,0,94
15523,27,0,29
15527,53,0,75
15539,60,0,81
15551,37,0,26
15554,66,0,85
15563,30,0,52
15567,26,0,99
15583,8,0,63
15586,12,0,46
15587,34,0,50
15589,19,0,57
15608,55,0,77
15637,40,0,51
15648,24,0,64
15658,30,0,76
15678,19,0,21
15720,66,0,78
15734,68,0,64
15738,16,0,96
15742,7,0,21
15750,16,0,31
15775,41,0,59
15781,65,0,20
15782,18,0,68
15782,49,0,73
15784,51,0,86
15821,20,0,81
15821,35,0,78
15832,16,0,63
15853,11,0,75
15873,7,0,42
15890,51,0,56
15902,3,0,62
15929,58,0,91
15930,16,0,97
15971,65,0,53
15976,24,0,55
15977,2,0,46
15987,17,0,99
15998,63,0,80
16023,63,0,23
16028,3,0,44
16030,15,0,46
16078,36,0,48
16080,38,0,81
16121,41,0,71
16144,14,0,10
16156,58,0,91
16162,9,0,89
16164,15,0,38
16180,25,0,42
16185,27,0,43
16194,39,0,28
16222,33,0,31
16222,34,0,11
16232,51,0,50
16238,61,0,23
16281,51,0,28
16281,63,0,41
16298,21,0,25
16304,22,0,15
16308,31,0,27
16328,49,0,96
16339,67,0,72
16344,42,0,57
16360,24,0,40
16387,14,0,18
16409,30,0,81
16439,33,0,30
16443,39,0,31
16446,49,0,98
16454,34,0,97
16487,57,0,51
16495,13,0,53
16506,32,0,15
16507,63,0,34
16515,54,0,14
16524,33,0,96
16560,4,0,37
16570,26,0,62
16581,8,0,50
16586,50,0,18
16597,25,0,61
16622,43,0,74
16637,2,0,78
16656,49,0,40
16668,34,0,58
16668,68,0,15
16691,58,0,27
16721,27,0,34
16721,45,0,70
16725,64,0,15
16730,21,0,64
16733,61,0,86
16753,65,0,23
16767,68,0,17
16782,59,0,80
16847,64,0,87
16850,52,0,83
16851,3,0,56
16853,17,0,56
16861,32,0,44
16863,34,0,50
16886,7,0,93
16904,53,0,58
16938,22,0,52
16938,65,0,47
16950,2,0,74
16956,43,0,68
16959,20,0,81
16970,29,0,41
16979,10,0,18
16980,42,0,47
16989,46,0,83
16990,60,0,34
17000,27,0,45
17010,56,0,87
17047,52,0,33
17074,1,0,28
17080,10,0,30
17080,11,0,13
17087,3,0,92
17092,5,0,45
17094,55,0,36
17105,11,0,74
17120,20,0,89
17124,25,0,50
17185,53,0,87
17208,23,0,21
17254,67,0,75
17256,3,0,50
17263,6,0,81
17268,59,0,90
17270,57,0,45
17280,20,0,75
17280,59,0,46
17309,67,0,34
17320,58,0,43
17331,18,0,81
17364,37,0,78
17380,56,0,19
17388,57,0,51
17430,39,0,28
17435,34,0,66
17462,28,0,34
17469,38,0,62
17480,30,0,56
17488,41,0,44
17489,57,0,37
17493,64,0,53
17510,61,0,16
17512,9,0,31
17520,34,0,20
17522,19,0,42
17545,15,0,30
17546,3,0,39
17561,39,0,89
17562,66,0,95
17576,24,0,47
17576,54,0,33
17586,3,0,36
17588,14,0,32
17592,18,0,52
17593,60,0,45
17611,61,0,62
17635,39,0,14
17649,2,0,14
17667,56,0,32
17667,67,0,38
17674,3,0,43
17675,22,0,74
17675,55,0,86
17679,22,0,37
17697,31,0,29
17701,61,0,49
17723,2,0,31
17739,67,0,39
17744,63,0,44
17756,46,0,33
17760,34,0,55
17773,8,0,55
17777,11,0,84
17795,17,0,37
17812,33,0,51
17829,38,0,42
17856,36,0,23
17856,64,0,40
17864,21,0,55
17877,14,0,16
17880,68,0,30
17885,8,0,41
17893,11,0,13
17909,30,0,23
17921,39,0,36
17924,36,0,57
17936,6,0,95
17940,44,0,15
17940,67,0,64
17961,66,0,90
17962,47,0,44
17964,31,0,34
17977,23,0,11
17979,64,0,52
18008,57,0,20
18024,16,0,76
18041,49,0,49
18051,37,0,75
18078,51,0,16
18089,10,0,67
18120,10,0,75
18143,63,0,91
18150,5,0,42
18174,5,0,60
18199,62,0,63
18208,40,0,11
18224,20,0,49
18239,1,0,97
18247,57,0,14
18250,32,0,17
18344,7,0,98
18354,23,0,64
18359,43,0,21
18360,35,0,68
18362,61,0,26
18378,2,0,26
18400,21,0,19
18428,35,0,41
18497,6,0,50
18528,10,0,69
18532,10,0,97
18560,14,0,81
18574,47,0,80
18574,60,0,83
18576,62,0,20
18606,2,0,67
18618,29,0,96
18649,53,0,63
18651,63,0,96
18652,56,0,95
18664,50,0,75
18696,43,0,92
18715,15,0,59
18715,20,0,10
18730,64,0,21
18748,12,0,73
18752,25,0,73
18758,40,0,23
18767,22,0,57
18768,64,0,74
18820,13,0,21
18821,42,0,93
18867,22,0,19
18869,27,0,97
18876,16,0,50
18892,59,0,97
18900,4,0,56
18931,6,0,79
18935,50,0,81
18945,39,0,66
18946,46,0,51
18959,61,0,88
18971,22,0,62
19025,28,0,64
19030,55,0,46
19057,5,0,18
19074,45,0,16
19116,37,0,23
19128,11,0,96
19128,23,0,54
19131,66,0,58
19144,38,0,54
19161,50,0,81
19173,29,0,14
19190,32,0,17
19190,59,0,17
19192,55,0,44
19195,60,0,62
19214,47,0,29
19219,4,0,54
19222,49,0,99
19223,37,0,89
19246,44,0,96
19251,35,0,83
19252,35,0,88
19260,30,0,51
19262,66,0,68
19295,53,0,20
19303,46,0,27
19307,3,0,15
19314,54,0,74
19397,45,0,81
19403,3,0,79
19409,53,0,40
19412,6,0,49
19428,37,0,46
19445,41,0,79
19463,54,0,23
19471,20,0,10
19473,42,0,82
19479,14,0,82
19506,49,0,26
19527,37,0,26
19542,24,0,29
19561,2,0,91
19564,2,0,94
19571,44,0,87
19584,17,0,62
19585,39,0,87
19612,57,0,82
19622,17,0,96
19622,59,0,85
19641,21,0,12
19647,66,0,79
19653,59,0,48
19692,8,0,39
19759,15,0,59
19784,22,0,38
19794,33,0,81
19802,21,0,85
19812,10,0,40
19828,21,0,50
19864,30,0,52
19897,40,0,45
19901,65,0,39
19916,46,0,85
19932,59,0,14
19950,2,0,32
19977,49,0,66
19981,34,0,30
19985,55,0,68
20005,51,0,17
20020,10,0,30
20074,57,0,10
20081,61,0,89
20100,61,0,61
20128,43,0,37
20141,68,0,18
20165,37,0,72
20183,56,0,97
20242,3,0,94
20247,34,0,43
20248,23,0,69
20256,20,0,19
20259,49,0,15
20283,12,0,82
20308,66,0,57
20339,65,0,21
20379,9,0,12
20399,54,0,45
20419,54,0,46
20449,23,0,50
20458,58,0,59
20461,50,0,93
20473,42,0,57
20495,66,0,27
20503,36,0,27
20518,6,0,99
20522,47,0,18
20547,40,0,52
20596,62,0,32
20600,32,0,43
20610,1,0,12
20620,40,0,89
20646,5,0,68
20665,45,0,32
20665,67,0,35
20678,22,0,75
20690,34,0,48
20699,54,0,72
20705,2,0,33
20710,39,0,13
20722,9,0,13
20725,7,0,61
20765,9,0,11
20804,23,0,17
20804,35,0,27
20808,1,0,62
20810,16,0,64
20821,14,0,92
20831,40,0,78
20835,66,0,70
20853,50,0,68
20861,53,0,33
20864,13,0,92
20871,20,0,17
20873,54,0,37
20881,67,0,98
20961,65,0,27
20964,43,0,76
20975,52,0,55
20992,49,0,23
20993,27,0,31
21036,10,0,36
21041,22,0,43
21054,23,0,64
21066,47,0,35
21069,49,0,46
21076,6,0,91
21076,42,0,80
21077,50,0,73
21080,33,0,83
21106,44,0,11
21148,29,0,89
21189,59,0,89
21199,14,0,67
21202,35,0,81
21202,53,0,22
21204,7,0,78
21210,56,0,63
21219,48,0,27
21225,4,0,99
21258,13,0,20
21275,33,0,50
21279,17,0,11
21357,31,0,77
21426,62,0,21
21440,28,0,64
21446,53,0,55
21467,31,0,99
21467,32,0,22
21482,43,0,82
21495,64,0,88
21501,68,0,22
21513,33,0,78
21547,5,0,18
21548,19,0,23
21555,45,0,44
21560,24,0,59
21613,28,0,97
21624,29,0,51
21631,1,0,39
21635,67,0,79
21642,14,0,81
21648,30,0,62
21679,53,0,98
21703,57,0,34
21714,57,0,20
21722,68,0,92
21724,10,0,96
21725,46,0,40
21749,44,0,81
21763,11,0,55
21766,49,0,85
21767,30,0,45
21771,6,0,82
21771,35,0,57
21772,67,0,54
21776,23,0,21
21794,4,0,49
21794,45,0,25
21812,21,0,43
21848,17,0,32
21858,23,0,84
21864,47,0,98
21908,14,0,21
21910,8,0,16
21913,37,0,95
21922,13,0,87
21940,41,0,81
21964,7,0,30
21982,23,0,19
21996,56,0,57
21997,8,0,38
22000,31,0,30
22008,66,0,54
22015,2,0,23
22024,42,0,83
22052,22,0,61
22084,13,0,54
22102,44,0,15
22114,9,0,77
22154,6,0,61
22156,31,0,12
22204,44,0,36
22220,28,0,88
22240,53,0,56
22253,21,0,39
22255,45,0,33
22256,60,0,30
22297,14,0,85
22297,27,0,45
22303,26,0,92
22306,54,0,81
22314,28,0,66
22327,52,0,32
22329,25,0,66
22332,18,0,68
22340,16,0,83
22346,22,0,70
22367,9,0,94
22369,12,0,13
22384,3,0,18
22389,61,0,53
22402,14,0,85
22408,2,0,71
22408,18,0,18
22414,20,0,75
22417,33,0,15
22433,26,0,17
22434,53,0,63
22447,59,0,67
22463,9,0,77
22467,33,0,53
22477,15,0,73
22483,31,0,68
22505,24,0,69
22507,64,0,71
22527,10,0,45
22529,62,0,44
22531,15,0,99
22551,17,0,84
22554,22,0,77
22560,57,0,15
22565,38,0,27
22585,47,0,95
22599,30,0,56
22605,39,0,43
